,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,previous,y
852,30-40,admin.,married,high.school,no,no,no,cellular,jul,mon,2,0,no
853,40-50,admin.,divorced,university.degree,no,no,no,telephone,jun,fri,2,0,no
854,40-50,admin.,married,university.degree,no,no,no,cellular,jul,mon,3,0,yes
855,18-30,technician,single,university.degree,no,yes,yes,cellular,aug,tue,2,0,no
856,18-30,blue-collar,single,basic.9y,no,yes,no,cellular,may,tue,1,0,no
857,40-50,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,3,0,no
858,30-40,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,1,1,no
859,50+,entrepreneur,married,professional.course,no,yes,yes,cellular,nov,tue,1,0,no
860,18-30,blue-collar,single,professional.course,no,no,no,cellular,may,tue,1,1,no
861,18-30,student,single,unknown,unknown,yes,no,cellular,aug,fri,1,1,no
862,40-50,management,married,high.school,no,no,no,cellular,nov,thu,2,0,no
863,30-40,services,divorced,basic.9y,no,yes,no,cellular,may,tue,2,0,no
864,40-50,admin.,married,university.degree,unknown,yes,no,telephone,may,tue,6,0,no
865,30-40,technician,married,university.degree,unknown,no,no,telephone,may,thu,2,0,no
866,30-40,admin.,single,professional.course,no,no,no,telephone,may,mon,1,0,no
867,30-40,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,2,0,no
868,40-50,admin.,married,basic.9y,unknown,no,no,cellular,may,wed,3,1,no
869,30-40,services,single,basic.9y,no,no,no,cellular,may,tue,1,0,no
870,30-40,blue-collar,single,basic.9y,no,no,no,telephone,may,tue,3,0,yes
871,50+,admin.,married,university.degree,no,no,no,cellular,jul,mon,1,0,no
872,30-40,technician,married,professional.course,unknown,yes,no,cellular,jul,wed,4,0,no
873,18-30,admin.,married,unknown,no,no,no,telephone,jun,mon,1,0,no
874,50+,admin.,married,high.school,no,yes,no,cellular,apr,thu,2,1,no
875,18-30,technician,single,high.school,no,no,no,cellular,may,thu,1,0,no
876,50+,technician,married,basic.4y,unknown,no,no,telephone,may,tue,1,0,no
877,40-50,admin.,married,university.degree,no,no,no,cellular,nov,fri,1,0,no
878,40-50,technician,married,professional.course,no,no,yes,telephone,jun,mon,1,0,no
879,40-50,blue-collar,single,basic.4y,unknown,no,no,telephone,may,wed,3,0,no
880,30-40,management,divorced,university.degree,no,no,no,cellular,nov,mon,2,1,no
881,50+,admin.,single,basic.6y,no,yes,yes,telephone,may,mon,2,0,no
882,30-40,self-employed,unknown,university.degree,no,no,no,cellular,nov,thu,1,0,no
883,18-30,services,married,high.school,no,no,no,cellular,jul,tue,1,0,no
884,18-30,blue-collar,single,basic.9y,no,yes,no,telephone,may,wed,1,0,no
885,50+,services,divorced,high.school,unknown,no,no,telephone,may,thu,5,0,no
886,50+,technician,married,university.degree,unknown,no,no,cellular,jul,mon,19,0,no
887,30-40,services,single,high.school,no,yes,no,telephone,jun,thu,5,0,no
888,30-40,housemaid,single,professional.course,unknown,yes,yes,cellular,aug,tue,1,0,no
889,40-50,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,1,0,yes
890,40-50,self-employed,divorced,university.degree,no,yes,yes,telephone,jun,mon,1,0,no
891,18-30,blue-collar,married,basic.9y,no,yes,no,cellular,oct,fri,1,0,no
892,30-40,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,1,0,no
893,30-40,admin.,married,high.school,unknown,no,no,telephone,apr,mon,4,0,no
894,40-50,housemaid,married,basic.4y,unknown,no,yes,cellular,aug,mon,1,0,no
895,18-30,entrepreneur,married,basic.9y,unknown,no,no,cellular,may,fri,5,0,no
896,40-50,self-employed,married,basic.4y,unknown,unknown,unknown,telephone,may,wed,3,0,no
897,18-30,admin.,married,university.degree,no,yes,yes,telephone,jun,wed,3,0,no
898,30-40,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,3,0,no
899,18-30,student,single,unknown,no,yes,yes,telephone,aug,wed,1,0,no
900,30-40,unemployed,married,basic.9y,no,yes,no,telephone,may,wed,1,0,no
901,30-40,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,5,0,no
902,30-40,admin.,married,university.degree,no,yes,no,telephone,jun,tue,9,0,no
903,50+,admin.,single,high.school,no,yes,no,telephone,may,mon,5,1,no
904,30-40,technician,divorced,unknown,no,yes,yes,telephone,may,wed,1,0,no
905,50+,retired,divorced,professional.course,no,no,no,cellular,aug,mon,1,0,no
906,18-30,blue-collar,single,basic.9y,unknown,yes,yes,cellular,jul,tue,1,0,no
907,40-50,management,married,university.degree,no,no,yes,cellular,jul,fri,2,0,no
908,18-30,student,single,high.school,no,yes,yes,cellular,jun,wed,2,0,yes
909,40-50,management,married,university.degree,no,no,no,cellular,aug,mon,1,0,no
910,40-50,admin.,married,basic.9y,unknown,no,no,cellular,jul,thu,2,0,no
911,30-40,technician,married,university.degree,no,no,no,cellular,oct,tue,2,3,no
912,30-40,student,single,unknown,no,yes,no,telephone,jun,tue,1,0,no
913,40-50,technician,single,university.degree,no,no,yes,cellular,jul,fri,2,0,no
914,30-40,services,single,high.school,no,yes,no,cellular,may,wed,1,1,no
915,40-50,self-employed,single,high.school,unknown,no,no,cellular,may,wed,1,1,no
916,40-50,services,married,high.school,no,no,no,telephone,sep,tue,1,0,no
917,18-30,blue-collar,single,basic.6y,no,no,no,telephone,may,fri,1,0,no
918,30-40,blue-collar,married,basic.9y,no,yes,yes,cellular,may,wed,1,1,no
919,50+,self-employed,divorced,basic.9y,no,yes,no,cellular,nov,thu,5,1,no
920,30-40,services,single,high.school,no,yes,no,cellular,may,thu,3,1,no
922,18-30,admin.,single,university.degree,no,no,no,cellular,may,wed,1,0,no
923,40-50,technician,divorced,professional.course,no,no,no,cellular,aug,tue,1,0,no
924,30-40,self-employed,single,professional.course,no,yes,no,telephone,may,mon,4,0,no
925,18-30,technician,single,professional.course,no,no,no,telephone,may,tue,1,0,no
926,30-40,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,2,0,no
927,40-50,services,married,high.school,no,yes,yes,telephone,apr,fri,1,1,no
928,30-40,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,1,0,no
929,40-50,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,2,0,no
930,50+,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,tue,1,0,no
931,18-30,admin.,married,high.school,unknown,no,no,cellular,jul,thu,3,0,no
933,30-40,services,divorced,high.school,no,yes,yes,cellular,nov,mon,1,0,no
934,30-40,blue-collar,single,basic.9y,no,yes,no,telephone,sep,mon,1,0,no
935,30-40,blue-collar,married,basic.9y,no,no,no,telephone,jul,tue,6,0,no
936,50+,unknown,married,unknown,no,yes,no,telephone,aug,fri,4,0,yes
937,30-40,management,married,university.degree,no,yes,no,cellular,may,tue,6,0,no
938,40-50,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,2,1,no
939,30-40,admin.,single,high.school,no,no,no,telephone,jun,tue,1,0,no
940,40-50,admin.,married,basic.9y,no,yes,no,cellular,nov,wed,1,0,no
941,30-40,blue-collar,married,basic.6y,no,yes,no,cellular,nov,wed,1,0,no
942,50+,retired,married,professional.course,unknown,yes,no,telephone,jun,wed,8,0,no
943,50+,management,married,basic.9y,no,yes,no,telephone,jun,tue,3,0,yes
944,50+,retired,married,professional.course,no,no,no,telephone,may,thu,3,0,no
945,30-40,admin.,single,university.degree,no,unknown,unknown,cellular,nov,fri,1,0,no
946,30-40,technician,married,basic.9y,no,yes,no,telephone,may,tue,3,0,no
947,30-40,admin.,married,university.degree,no,yes,no,cellular,nov,tue,1,3,yes
948,30-40,admin.,married,professional.course,no,yes,no,telephone,may,tue,2,0,no
949,40-50,unknown,married,unknown,no,no,no,cellular,aug,mon,2,0,no
950,30-40,admin.,single,high.school,no,no,no,cellular,jul,mon,1,0,no
951,30-40,technician,single,high.school,no,yes,yes,cellular,aug,wed,2,0,no
952,18-30,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,wed,4,1,no
953,30-40,admin.,single,basic.9y,unknown,yes,no,telephone,jun,wed,5,0,no
954,18-30,admin.,single,high.school,no,yes,yes,cellular,mar,wed,1,0,yes
955,30-40,admin.,single,basic.6y,no,no,no,cellular,may,thu,11,0,no
956,18-30,admin.,married,high.school,no,yes,yes,cellular,may,thu,1,0,no
957,30-40,blue-collar,married,high.school,no,no,no,cellular,may,fri,1,1,no
958,40-50,admin.,married,high.school,no,yes,no,cellular,jul,fri,2,0,no
959,30-40,technician,divorced,basic.9y,no,no,no,telephone,jul,wed,1,0,no
960,40-50,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,thu,1,0,no
961,40-50,services,divorced,high.school,no,yes,no,telephone,may,tue,1,0,no
962,30-40,services,married,high.school,unknown,yes,yes,telephone,may,thu,3,0,no
963,30-40,services,married,high.school,no,unknown,unknown,cellular,may,thu,2,1,no
964,30-40,technician,married,university.degree,no,yes,yes,telephone,may,tue,4,0,no
965,18-30,technician,single,university.degree,no,yes,no,cellular,sep,fri,2,4,yes
966,30-40,entrepreneur,married,high.school,no,yes,no,cellular,nov,wed,1,1,no
967,50+,management,married,university.degree,no,yes,no,cellular,jun,wed,1,0,no
968,50+,blue-collar,married,basic.9y,no,no,yes,telephone,may,fri,1,0,yes
969,18-30,technician,divorced,university.degree,no,yes,no,cellular,jul,wed,1,0,no
970,50+,management,married,university.degree,no,no,no,cellular,may,mon,1,1,yes
971,30-40,admin.,married,high.school,unknown,yes,no,telephone,may,tue,13,0,no
972,50+,admin.,married,basic.6y,no,no,no,cellular,may,fri,1,1,no
973,40-50,unemployed,married,professional.course,no,no,no,cellular,jun,fri,1,0,no
974,40-50,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,3,0,no
975,30-40,management,married,university.degree,unknown,yes,yes,cellular,apr,tue,8,0,no
976,50+,services,married,university.degree,no,no,no,cellular,may,fri,1,1,no
977,18-30,student,single,basic.9y,no,yes,no,cellular,mar,mon,2,0,yes
978,30-40,technician,married,university.degree,no,no,no,cellular,aug,thu,2,0,no
979,30-40,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,3,0,no
980,18-30,technician,married,high.school,unknown,no,no,cellular,jul,thu,1,0,no
981,30-40,technician,single,high.school,no,no,no,cellular,aug,tue,1,0,no
982,18-30,student,single,unknown,no,no,no,telephone,may,mon,4,0,no
983,40-50,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,wed,3,0,no
984,18-30,admin.,single,university.degree,no,yes,yes,cellular,may,tue,7,0,no
985,40-50,blue-collar,married,unknown,unknown,no,yes,telephone,may,wed,1,0,no
986,50+,retired,married,basic.9y,no,yes,yes,telephone,may,wed,4,0,no
987,18-30,admin.,single,university.degree,no,yes,no,cellular,aug,thu,3,0,no
988,30-40,technician,married,basic.9y,no,yes,no,cellular,nov,wed,5,1,no
989,40-50,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,tue,3,0,no
990,30-40,technician,married,professional.course,no,yes,no,telephone,jul,tue,6,0,no
991,40-50,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,mon,1,0,no
992,18-30,services,married,basic.9y,unknown,yes,no,cellular,nov,mon,1,0,no
993,18-30,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,thu,3,0,no
994,30-40,self-employed,single,university.degree,no,no,yes,cellular,nov,wed,1,1,no
995,30-40,entrepreneur,married,high.school,unknown,no,no,cellular,nov,thu,1,1,no
996,18-30,entrepreneur,married,high.school,no,yes,no,cellular,nov,wed,3,0,no
997,30-40,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,fri,2,0,yes
998,30-40,technician,married,university.degree,no,no,no,telephone,may,wed,2,0,no
999,40-50,services,married,high.school,no,no,no,telephone,may,tue,3,0,no
1000,50+,unemployed,married,basic.6y,no,no,no,cellular,jun,thu,2,1,yes
1001,30-40,technician,single,professional.course,no,yes,no,cellular,aug,tue,2,0,yes
1002,18-30,entrepreneur,married,unknown,no,no,no,telephone,may,fri,3,0,no
1003,30-40,blue-collar,divorced,high.school,unknown,no,no,telephone,may,thu,6,0,no
1004,18-30,blue-collar,single,high.school,no,no,no,cellular,may,fri,3,0,yes
1005,30-40,management,married,basic.9y,unknown,no,no,telephone,may,fri,1,0,yes
1006,50+,admin.,single,university.degree,no,no,no,cellular,may,mon,1,0,yes
1007,40-50,admin.,married,basic.6y,no,yes,no,cellular,jul,wed,1,0,no
1008,30-40,management,married,university.degree,no,yes,no,cellular,may,mon,6,0,no
1009,40-50,admin.,single,university.degree,no,yes,no,cellular,aug,fri,2,0,no
1010,50+,management,divorced,university.degree,unknown,no,no,cellular,apr,mon,2,0,no
1011,30-40,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,1,1,no
1012,18-30,admin.,single,high.school,no,yes,no,telephone,may,fri,2,0,no
1013,30-40,management,married,university.degree,no,yes,no,cellular,nov,wed,1,0,no
1014,18-30,technician,single,high.school,no,yes,no,cellular,jul,tue,2,0,no
1015,50+,admin.,married,university.degree,unknown,yes,no,cellular,aug,fri,1,0,no
1016,30-40,blue-collar,married,basic.4y,unknown,no,no,cellular,nov,thu,5,0,no
1017,40-50,blue-collar,married,basic.6y,no,no,yes,cellular,jul,tue,2,0,no
1018,30-40,technician,divorced,professional.course,no,yes,no,cellular,apr,fri,1,1,no
1019,50+,retired,married,unknown,no,no,no,cellular,oct,thu,2,0,no
1020,40-50,admin.,divorced,high.school,no,yes,no,cellular,nov,mon,1,0,no
1021,30-40,admin.,single,high.school,no,yes,yes,cellular,may,tue,4,1,no
1022,18-30,admin.,single,university.degree,no,no,no,cellular,may,mon,1,1,no
1024,40-50,technician,married,professional.course,no,yes,yes,cellular,may,thu,2,0,no
1025,40-50,admin.,divorced,university.degree,no,yes,no,telephone,may,mon,2,0,no
1026,40-50,entrepreneur,married,university.degree,no,yes,no,cellular,nov,fri,2,0,no
1027,30-40,admin.,single,basic.9y,no,yes,no,cellular,may,tue,1,0,yes
1028,30-40,technician,married,professional.course,no,no,no,telephone,jun,mon,3,0,no
1029,18-30,blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,1,0,no
1030,40-50,technician,married,professional.course,unknown,no,no,telephone,jun,fri,3,0,no
1031,50+,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,1,0,no
1032,40-50,admin.,married,university.degree,no,no,yes,cellular,aug,mon,3,0,no
1033,40-50,management,married,high.school,unknown,no,no,telephone,jun,mon,17,0,no
1034,30-40,management,married,basic.9y,no,no,yes,telephone,may,wed,2,0,no
1035,40-50,services,married,high.school,no,no,no,cellular,may,wed,3,0,no
1036,30-40,blue-collar,married,high.school,unknown,no,no,telephone,may,wed,4,0,no
1037,40-50,blue-collar,single,professional.course,no,no,no,telephone,jun,thu,1,0,no
1038,40-50,entrepreneur,married,basic.9y,unknown,yes,no,telephone,may,tue,1,0,no
1040,18-30,services,single,high.school,no,yes,yes,cellular,apr,thu,2,0,no
1041,50+,services,married,high.school,unknown,no,no,cellular,may,fri,1,0,no
1042,50+,management,married,basic.6y,no,no,no,telephone,jun,wed,3,0,no
1043,40-50,services,married,high.school,unknown,no,no,cellular,nov,tue,2,0,no
1044,30-40,unemployed,married,university.degree,no,no,no,cellular,aug,tue,1,0,no
1045,40-50,admin.,married,university.degree,no,no,no,cellular,aug,tue,2,1,yes
1046,40-50,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,1,3,yes
1047,18-30,self-employed,single,university.degree,no,yes,no,cellular,jun,wed,2,0,no
1048,30-40,services,single,basic.9y,no,yes,no,telephone,may,fri,2,0,no
1049,30-40,unemployed,unknown,university.degree,no,no,no,cellular,jun,tue,1,0,no
1050,40-50,services,married,unknown,unknown,no,no,telephone,may,tue,1,0,no
1051,40-50,admin.,married,university.degree,no,yes,no,cellular,aug,tue,5,0,no
1052,40-50,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,1,0,no
1053,30-40,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,17,0,no
1054,30-40,services,married,basic.9y,no,no,yes,telephone,jun,fri,2,0,no
1055,40-50,technician,married,professional.course,no,no,no,cellular,jul,tue,1,1,no
1056,40-50,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,2,0,no
1057,40-50,self-employed,married,basic.9y,unknown,yes,no,telephone,may,tue,2,0,no
1058,30-40,unknown,divorced,high.school,unknown,yes,no,telephone,may,wed,3,0,no
1059,30-40,admin.,married,university.degree,no,yes,no,cellular,aug,tue,2,0,no
1060,50+,retired,married,basic.4y,unknown,no,yes,cellular,jul,tue,4,0,no
1061,18-30,admin.,married,high.school,no,yes,yes,cellular,jul,mon,3,0,no
1062,18-30,services,married,high.school,no,yes,no,cellular,nov,wed,3,2,no
1063,18-30,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,1,0,no
1064,40-50,services,divorced,basic.4y,no,no,no,cellular,jul,tue,2,0,no
1065,30-40,student,single,basic.4y,unknown,yes,no,telephone,may,thu,3,0,no
1066,50+,services,divorced,high.school,unknown,no,no,cellular,may,tue,2,1,no
1067,30-40,admin.,divorced,university.degree,no,yes,yes,cellular,aug,wed,1,0,no
1068,30-40,admin.,married,high.school,no,yes,no,telephone,jun,mon,1,0,no
1069,40-50,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,1,0,no
1070,18-30,unemployed,single,university.degree,no,yes,yes,cellular,jul,wed,3,0,no
1071,30-40,services,married,high.school,unknown,no,no,telephone,may,mon,1,0,no
1072,30-40,admin.,single,high.school,no,no,yes,telephone,jun,wed,1,0,no
1073,40-50,management,married,university.degree,no,no,no,cellular,apr,mon,3,0,no
1074,30-40,admin.,married,university.degree,no,yes,no,cellular,sep,thu,2,0,yes
1075,18-30,services,single,basic.9y,no,yes,no,cellular,jul,wed,3,0,no
1076,50+,admin.,married,high.school,no,no,no,telephone,may,wed,2,0,no
1077,40-50,admin.,married,basic.9y,no,no,no,cellular,nov,thu,1,0,no
1078,30-40,technician,single,university.degree,no,yes,no,cellular,nov,wed,1,0,no
1079,30-40,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,2,0,no
1080,30-40,self-employed,married,basic.9y,no,yes,no,telephone,may,wed,1,2,no
1081,30-40,technician,single,high.school,no,no,no,cellular,aug,wed,2,0,no
1082,30-40,unknown,married,unknown,no,yes,no,cellular,aug,thu,10,0,no
1083,50+,blue-collar,married,high.school,no,yes,no,cellular,jul,tue,7,0,no
1084,18-30,unemployed,single,basic.9y,no,yes,no,telephone,may,tue,3,0,no
1085,18-30,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,tue,2,0,no
1086,30-40,admin.,single,university.degree,no,no,no,cellular,jun,tue,1,0,no
1087,40-50,services,married,high.school,unknown,yes,no,telephone,may,mon,2,0,yes
1088,30-40,self-employed,divorced,high.school,no,no,no,cellular,sep,tue,1,1,yes
1089,40-50,admin.,divorced,high.school,no,no,no,telephone,jul,mon,2,0,no
1090,30-40,blue-collar,married,basic.6y,no,yes,no,telephone,jun,fri,6,0,no
1091,30-40,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,1,0,no
1092,50+,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,tue,1,0,no
1093,30-40,admin.,single,university.degree,no,yes,no,cellular,may,mon,5,0,no
1094,50+,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,mon,4,0,no
1095,18-30,admin.,single,university.degree,no,no,yes,cellular,jul,fri,2,0,no
1096,50+,management,married,high.school,no,yes,yes,cellular,aug,tue,1,4,yes
1097,30-40,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,2,0,no
1098,18-30,admin.,single,university.degree,no,no,no,cellular,may,tue,1,1,no
1099,30-40,technician,married,high.school,no,no,no,cellular,jul,thu,1,0,no
1100,30-40,blue-collar,married,basic.4y,no,no,yes,cellular,nov,wed,1,0,no
1101,18-30,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,1,0,no
1102,30-40,admin.,married,university.degree,no,yes,yes,telephone,may,mon,1,0,no
1103,40-50,blue-collar,divorced,basic.6y,unknown,no,no,cellular,jul,mon,3,0,yes
1104,50+,admin.,married,basic.9y,no,yes,yes,cellular,nov,thu,2,0,no
1105,40-50,technician,married,high.school,no,yes,no,cellular,dec,mon,1,1,yes
1106,30-40,admin.,single,university.degree,no,no,no,cellular,may,wed,4,0,no
1107,30-40,blue-collar,divorced,basic.9y,no,unknown,unknown,telephone,jun,mon,3,0,no
1108,50+,unknown,married,basic.9y,no,yes,no,cellular,dec,thu,1,1,yes
1109,30-40,entrepreneur,married,university.degree,no,no,no,cellular,aug,mon,5,0,no
1110,30-40,retired,single,basic.9y,unknown,yes,yes,telephone,may,mon,1,0,no
1111,30-40,technician,single,professional.course,no,yes,no,cellular,may,mon,4,0,no
1112,18-30,admin.,single,high.school,unknown,no,no,cellular,may,thu,3,0,no
1113,40-50,blue-collar,married,professional.course,no,yes,no,cellular,apr,tue,4,1,no
1114,18-30,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,1,0,no
1115,30-40,entrepreneur,single,basic.9y,no,yes,no,cellular,may,tue,1,1,no
1116,30-40,technician,single,high.school,no,no,no,telephone,jul,wed,11,0,no
1117,40-50,services,married,high.school,no,yes,no,cellular,jul,mon,2,0,no
1118,30-40,services,married,high.school,no,no,yes,telephone,may,wed,5,0,no
1119,30-40,admin.,married,university.degree,no,no,no,cellular,jun,thu,4,0,yes
1120,30-40,self-employed,married,university.degree,no,yes,no,cellular,jul,tue,2,0,no
1121,18-30,admin.,single,university.degree,no,no,no,cellular,aug,mon,2,0,yes
1122,40-50,housemaid,married,basic.4y,unknown,no,no,cellular,jul,fri,2,0,no
1123,50+,housemaid,divorced,basic.4y,unknown,yes,no,telephone,oct,fri,2,0,no
1124,18-30,technician,single,basic.9y,no,no,no,cellular,may,thu,1,0,no
1125,30-40,management,single,university.degree,no,yes,no,cellular,may,thu,2,0,no
1126,30-40,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,1,0,no
1127,18-30,technician,single,professional.course,no,yes,yes,cellular,nov,fri,1,0,no
1128,40-50,admin.,single,university.degree,no,yes,yes,cellular,jul,tue,7,0,no
1129,18-30,blue-collar,divorced,high.school,no,no,no,cellular,may,fri,1,0,yes
1130,50+,blue-collar,single,basic.4y,no,no,no,telephone,may,thu,3,0,no
1131,18-30,management,single,university.degree,no,yes,no,cellular,nov,mon,5,0,no
1132,18-30,admin.,married,professional.course,no,yes,no,cellular,may,thu,1,0,no
1133,50+,management,married,basic.4y,unknown,yes,no,cellular,may,fri,5,1,no
1134,30-40,technician,single,university.degree,no,yes,no,cellular,aug,wed,5,0,no
1135,30-40,services,married,high.school,no,yes,no,telephone,may,tue,1,0,no
1136,30-40,blue-collar,single,high.school,no,unknown,unknown,cellular,nov,wed,2,0,no
1137,50+,retired,married,basic.9y,no,no,no,cellular,jul,mon,4,0,no
1138,18-30,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,1,0,no
1139,30-40,admin.,married,high.school,no,no,yes,telephone,may,thu,1,0,no
1140,30-40,admin.,married,high.school,unknown,no,no,telephone,jun,tue,5,0,no
1141,50+,admin.,married,professional.course,no,yes,yes,cellular,aug,tue,1,0,no
1142,30-40,housemaid,single,university.degree,unknown,yes,no,cellular,aug,wed,3,0,no
1143,30-40,admin.,single,high.school,no,no,no,cellular,apr,fri,3,0,no
1144,50+,admin.,married,high.school,no,no,no,telephone,jun,mon,4,0,no
1145,30-40,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,3,0,no
1146,18-30,self-employed,married,professional.course,no,no,no,cellular,may,tue,2,1,no
1147,18-30,admin.,married,high.school,no,no,no,cellular,jul,thu,7,0,no
1148,30-40,blue-collar,single,basic.9y,no,no,no,cellular,may,mon,2,1,no
1149,40-50,blue-collar,single,basic.4y,unknown,yes,no,telephone,may,wed,1,0,no
1150,40-50,entrepreneur,married,basic.4y,no,yes,no,telephone,jul,fri,2,0,no
1151,18-30,admin.,single,university.degree,no,yes,no,cellular,jun,wed,1,0,no
1152,30-40,admin.,married,high.school,unknown,yes,no,cellular,aug,tue,1,0,no
1153,30-40,unemployed,single,unknown,no,no,no,cellular,jul,tue,6,0,no
1154,30-40,services,married,high.school,no,unknown,unknown,cellular,may,fri,1,1,no
1155,50+,retired,married,basic.4y,no,yes,yes,cellular,aug,thu,1,0,no
1156,18-30,services,married,basic.9y,no,yes,no,telephone,may,wed,3,0,no
1157,30-40,admin.,married,high.school,no,no,no,telephone,may,tue,1,0,no
1158,40-50,admin.,single,unknown,unknown,yes,no,cellular,apr,fri,2,0,no
1159,50+,technician,married,basic.9y,unknown,no,no,telephone,jun,mon,1,0,no
1160,30-40,entrepreneur,married,professional.course,no,yes,no,cellular,nov,thu,2,0,no
1161,40-50,services,married,basic.6y,no,no,no,cellular,jul,wed,6,0,no
1162,50+,admin.,married,university.degree,no,yes,no,cellular,jul,fri,5,0,no
1163,50+,technician,married,unknown,no,yes,no,cellular,aug,tue,1,0,no
1164,40-50,self-employed,married,basic.9y,unknown,no,no,cellular,may,thu,1,0,no
1165,40-50,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,3,0,no
1166,40-50,unemployed,married,university.degree,unknown,no,no,telephone,jun,mon,1,0,no
1167,30-40,admin.,married,university.degree,no,yes,yes,cellular,nov,thu,1,0,no
1168,18-30,blue-collar,single,basic.9y,no,no,no,cellular,apr,mon,1,0,no
1169,18-30,blue-collar,married,professional.course,no,yes,no,cellular,may,thu,2,0,no
1170,18-30,admin.,single,high.school,unknown,yes,no,cellular,jul,thu,1,0,no
1171,30-40,blue-collar,divorced,unknown,no,no,no,telephone,jun,fri,1,0,no
1172,18-30,services,married,high.school,unknown,yes,no,cellular,nov,thu,1,0,no
1173,18-30,blue-collar,single,basic.4y,no,yes,no,cellular,may,fri,9,1,no
1175,30-40,blue-collar,single,basic.9y,no,yes,yes,telephone,jun,thu,3,0,yes
1176,30-40,admin.,married,high.school,unknown,yes,no,cellular,jul,tue,4,0,no
1177,40-50,services,married,unknown,no,no,no,telephone,may,wed,2,0,no
1178,40-50,housemaid,married,basic.4y,unknown,no,no,telephone,may,mon,1,0,no
1179,40-50,services,married,basic.9y,no,no,no,telephone,may,tue,1,0,no
1180,50+,entrepreneur,divorced,unknown,no,no,yes,cellular,apr,thu,2,1,no
1181,30-40,blue-collar,married,basic.9y,no,unknown,unknown,telephone,apr,fri,3,0,no
1182,30-40,admin.,single,university.degree,no,no,no,telephone,may,tue,1,0,no
1183,30-40,management,single,high.school,no,yes,yes,cellular,nov,wed,2,1,no
1184,30-40,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,3,0,no
1185,50+,admin.,married,unknown,no,yes,yes,cellular,nov,thu,3,0,no
1186,30-40,self-employed,married,university.degree,no,no,no,cellular,aug,tue,2,0,no
1188,50+,unemployed,married,basic.4y,unknown,yes,no,cellular,jul,thu,9,0,yes
1189,50+,technician,married,university.degree,no,unknown,unknown,cellular,apr,thu,2,2,yes
1190,50+,unemployed,married,professional.course,no,no,no,cellular,sep,fri,1,2,no
1191,30-40,entrepreneur,married,basic.9y,unknown,yes,no,telephone,jul,tue,1,0,no
1192,30-40,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,3,0,no
1193,40-50,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,5,0,no
1194,18-30,admin.,married,university.degree,no,yes,no,cellular,aug,mon,2,0,no
1195,30-40,services,married,high.school,unknown,no,no,cellular,nov,thu,6,0,no
1196,50+,technician,married,unknown,no,no,no,telephone,jun,fri,2,0,no
1197,30-40,entrepreneur,divorced,high.school,no,yes,no,telephone,may,tue,1,0,no
1198,30-40,management,married,high.school,no,yes,no,cellular,nov,wed,3,0,no
